Causa;Sexo;Edad;Periodo;Total muertes
Enfermedades infecciosas y parasitarias;Mujeres;De 40 a 44 años;2015;38
Enfermedades infecciosas y parasitarias;Mujeres;De 45 a 49 años;2015;70
Enfermedades infecciosas y parasitarias;Mujeres;De 50 a 54 años;2015;81
Enfermedades infecciosas y parasitarias;Mujeres;De 55 a 59 años;2015;72
Enfermedades infecciosas y parasitarias;Mujeres;De 60 a 64 años;2015;89
Enfermedades infecciosas y parasitarias;Mujeres;De 65 a 69 años;2015;144
Enfermedades infecciosas y parasitarias;Mujeres;De 70 a 74 años  ;2015;228
Enfermedades infecciosas y parasitarias;Mujeres;De 75 a 79 años  ;2015;404
Enfermedades infecciosas y parasitarias;Mujeres;De 80 a 84 años  ;2015;737
Enfermedades infecciosas y parasitarias;Mujeres;De 85 a 89 años  ;2015;932
Enfermedades infecciosas y parasitarias;Mujeres;De 90 a 94 años  ;2015;711
Enfermedades infecciosas y parasitarias;Mujeres;De 95 y más años;2015;261
Tumores;Hombres;De menos de 1 año;2015;7
Tumores;Hombres;De 1 a 4 años;2015;19
Tumores;Hombres;De 5 a 9 años;2015;46
Tumores;Hombres;De 10 a 14 años  ;2015;36
Tumores;Hombres;De 15 a 19 años  ;2015;57
Tumores;Hombres;De 20 a 24 años;2015;64
Tumores;Hombres;De 25 a 29 años;2015;89
Tumores;Hombres;De 30 a 34 años;2015;148
Tumores;Hombres;De 35 a 39 años;2015;320
Tumores;Hombres;De 40 a 44 años;2015;598
Tumores;Hombres;De 45 a 49 años;2015;1.287
Tumores;Hombres;De 50 a 54 años;2015;2.773
Tumores;Hombres;De 55 a 59 años;2015;4.703
Tumores;Hombres;De 60 a 64 años;2015;6.159
Tumores;Hombres;De 65 a 69 años;2015;8.276
Tumores;Hombres;De 70 a 74 años  ;2015;9.169
Tumores;Hombres;De 75 a 79 años  ;2015;10.002
Tumores;Hombres;De 80 a 84 años  ;2015;11.439
Tumores;Hombres;De 85 a 89 años  ;2015;8.192
Tumores;Hombres;De 90 a 94 años  ;2015;3.517
Tumores;Hombres;De 95 y más años;2015;822
Tumores;Mujeres;De menos de 1 año;2015;4
Tumores;Mujeres;De 1 a 4 años;2015;23
Tumores;Mujeres;De 5 a 9 años;2015;34
Tumores;Mujeres;De 10 a 14 años  ;2015;27
Tumores;Mujeres;De 15 a 19 años  ;2015;29
Tumores;Mujeres;De 20 a 24 años;2015;32
Tumores;Mujeres;De 25 a 29 años;2015;54
Tumores;Mujeres;De 30 a 34 años;2015;145
Tumores;Mujeres;De 35 a 39 años;2015;338
Tumores;Mujeres;De 40 a 44 años;2015;721
Tumores;Mujeres;De 45 a 49 años;2015;1.251
Tumores;Mujeres;De 50 a 54 años;2015;2.038
Tumores;Mujeres;De 55 a 59 años;2015;2.853
Tumores;Mujeres;De 60 a 64 años;2015;3.082
Tumores;Mujeres;De 65 a 69 años;2015;3.801
Tumores;Mujeres;De 70 a 74 años  ;2015;4.306
Tumores;Mujeres;De 75 a 79 años  ;2015;5.267
Tumores;Mujeres;De 80 a 84 años  ;2015;7.687
Tumores;Mujeres;De 85 a 89 años  ;2015;6.846
Tumores;Mujeres;De 90 a 94 años  ;2015;3.946
Tumores;Mujeres;De 95 y más años;2015;1.174
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De menos de 1 año;2015;6
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 1 a 4 años;2015;5
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 5 a 9 años;2015;5
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 10 a 14 años  ;2015;0
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 15 a 19 años  ;2015;6
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 20 a 24 años;2015;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 25 a 29 años;2015;0
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 30 a 34 años;2015;6
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 35 a 39 años;2015;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 40 a 44 años;2015;5
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 45 a 49 años;2015;9
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 50 a 54 años;2015;31
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 55 a 59 años;2015;35
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 60 a 64 años;2015;33
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 65 a 69 años;2015;55
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 70 a 74 años  ;2015;58
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 75 a 79 años  ;2015;88
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 80 a 84 años  ;2015;149
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 85 a 89 años  ;2015;199
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 90 a 94 años  ;2015;128
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;De 95 y más años;2015;46
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De menos de 1 año;2015;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 1 a 4 años;2015;3
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 5 a 9 años;2015;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 10 a 14 años  ;2015;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 15 a 19 años  ;2015;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 20 a 24 años;2015;1
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 25 a 29 años;2015;2
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 30 a 34 años;2015;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 35 a 39 años;2015;4
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 40 a 44 años;2015;7
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 45 a 49 años;2015;6
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 50 a 54 años;2015;14
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 55 a 59 años;2015;21
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 60 a 64 años;2015;23
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 65 a 69 años;2015;37
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 70 a 74 años  ;2015;61
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 75 a 79 años  ;2015;108
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 80 a 84 años  ;2015;197
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 85 a 89 años  ;2015;263
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 90 a 94 años  ;2015;261
Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;De 95 y más años;2015;140
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De menos de 1 año;2015;13
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 1 a 4 años;2015;6
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 5 a 9 años;2015;3
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 10 a 14 años  ;2015;6
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 15 a 19 años  ;2015;3
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 20 a 24 años;2015;6
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 25 a 29 años;2015;5
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 30 a 34 años;2015;7
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 35 a 39 años;2015;21
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 40 a 44 años;2015;35
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 45 a 49 años;2015;69
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 50 a 54 años;2015;117
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 55 a 59 años;2015;204
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 60 a 64 años;2015;261
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 65 a 69 años;2015;419
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 70 a 74 años  ;2015;588
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 75 a 79 años  ;2015;846
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 80 a 84 años  ;2015;1.238
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 85 a 89 años  ;2015;1.203
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 90 a 94 años  ;2015;701
Enfermedades endocrinas, nutricionales y metabólicas;Hombres;De 95 y más años;2015;202
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De menos de 1 año;2015;9
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 1 a 4 años;2015;7
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 5 a 9 años;2015;7
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 10 a 14 años  ;2015;6
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 15 a 19 años  ;2015;2
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 20 a 24 años;2015;4
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 25 a 29 años;2015;9
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 30 a 34 años;2015;4
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 35 a 39 años;2015;12
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 40 a 44 años;2015;15
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 45 a 49 años;2015;26
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 50 a 54 años;2015;62
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 55 a 59 años;2015;101
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 60 a 64 años;2015;97
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 65 a 69 años;2015;221
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 70 a 74 años  ;2015;404
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 75 a 79 años  ;2015;802
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 80 a 84 años  ;2015;1.675
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 85 a 89 años  ;2015;2.149
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 90 a 94 años  ;2015;1.748
Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;De 95 y más años;2015;752
Trastornos mentales y del comportamiento;Hombres;De menos de 1 año;2015;0
Trastornos mentales y del comportamiento;Hombres;De 1 a 4 años;2015;0
Trastornos mentales y del comportamiento;Hombres;De 5 a 9 años;2015;0
Trastornos mentales y del comportamiento;Hombres;De 10 a 14 años  ;2015;2
Trastornos mentales y del comportamiento;Hombres;De 15 a 19 años  ;2015;1
Trastornos mentales y del comportamiento;Hombres;De 20 a 24 años;2015;1
Trastornos mentales y del comportamiento;Hombres;De 25 a 29 años;2015;1
Trastornos mentales y del comportamiento;Hombres;De 30 a 34 años;2015;4
Trastornos mentales y del comportamiento;Hombres;De 35 a 39 años;2015;10
Trastornos mentales y del comportamiento;Hombres;De 40 a 44 años;2015;10
Trastornos mentales y del comportamiento;Hombres;De 45 a 49 años;2015;42
Trastornos mentales y del comportamiento;Hombres;De 50 a 54 años;2015;57
Trastornos mentales y del comportamiento;Hombres;De 55 a 59 años;2015;48
Trastornos mentales y del comportamiento;Hombres;De 60 a 64 años;2015;84
Trastornos mentales y del comportamiento;Hombres;De 65 a 69 años;2015;162
Trastornos mentales y del comportamiento;Hombres;De 70 a 74 años  ;2015;314
Trastornos mentales y del comportamiento;Hombres;De 75 a 79 años  ;2015;684
Trastornos mentales y del comportamiento;Hombres;De 80 a 84 años  ;2015;1.551
Trastornos mentales y del comportamiento;Hombres;De 85 a 89 años  ;2015;2.093
Trastornos mentales y del comportamiento;Hombres;De 90 a 94 años  ;2015;1.612
Trastornos mentales y del comportamiento;Hombres;De 95 y más años;2015;506
Trastornos mentales y del comportamiento;Mujeres;De menos de 1 año;2015;0
Trastornos mentales y del comportamiento;Mujeres;De 1 a 4 años;2015;0
Trastornos mentales y del comportamiento;Mujeres;De 5 a 9 años;2015;1
Trastornos mentales y del comportamiento;Mujeres;De 10 a 14 años  ;2015;1
Trastornos mentales y del comportamiento;Mujeres;De 15 a 19 años  ;2015;2
Trastornos mentales y del comportamiento;Mujeres;De 20 a 24 años;2015;1
Trastornos mentales y del comportamiento;Mujeres;De 25 a 29 años;2015;1
Trastornos mentales y del comportamiento;Mujeres;De 30 a 34 años;2015;4
Trastornos mentales y del comportamiento;Mujeres;De 35 a 39 años;2015;3
Trastornos mentales y del comportamiento;Mujeres;De 40 a 44 años;2015;7
Trastornos mentales y del comportamiento;Mujeres;De 45 a 49 años;2015;12
Trastornos mentales y del comportamiento;Mujeres;De 50 a 54 años;2015;24
Trastornos mentales y del comportamiento;Mujeres;De 55 a 59 años;2015;22
Trastornos mentales y del comportamiento;Mujeres;De 60 a 64 años;2015;52
Trastornos mentales y del comportamiento;Mujeres;De 65 a 69 años;2015;90
Trastornos mentales y del comportamiento;Mujeres;De 70 a 74 años  ;2015;206
Trastornos mentales y del comportamiento;Mujeres;De 75 a 79 años  ;2015;681
Trastornos mentales y del comportamiento;Mujeres;De 80 a 84 años  ;2015;1.959
Trastornos mentales y del comportamiento;Mujeres;De 85 a 89 años  ;2015;4.069
Trastornos mentales y del comportamiento;Mujeres;De 90 a 94 años  ;2015;4.440
Trastornos mentales y del comportamiento;Mujeres;De 95 y más años;2015;2.576
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De menos de 1 año;2015;23
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 1 a 4 años;2015;12
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 5 a 9 años;2015;14
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 10 a 14 años  ;2015;21
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 15 a 19 años  ;2015;31
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 20 a 24 años;2015;24
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 25 a 29 años;2015;29
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 30 a 34 años;2015;35
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 35 a 39 años;2015;51
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 40 a 44 años;2015;101
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 45 a 49 años;2015;120
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 50 a 54 años;2015;166
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 55 a 59 años;2015;205
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 60 a 64 años;2015;313
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 65 a 69 años;2015;493
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 70 a 74 años  ;2015;779
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 75 a 79 años  ;2015;1.338
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 80 a 84 años  ;2015;2.412
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 85 a 89 años  ;2015;2.323
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 90 a 94 años  ;2015;1.166
Enfermedades del sistema nervioso y de los órganos de los sentidos;Hombres;De 95 y más años;2015;232
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De menos de 1 año;2015;21
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 1 a 4 años;2015;7
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 5 a 9 años;2015;12
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 10 a 14 años  ;2015;17
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 15 a 19 años  ;2015;8
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 20 a 24 años;2015;8
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 25 a 29 años;2015;15
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 30 a 34 años;2015;18
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 35 a 39 años;2015;27
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 40 a 44 años;2015;57
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 45 a 49 años;2015;67
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 50 a 54 años;2015;109
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 55 a 59 años;2015;169
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 60 a 64 años;2015;229
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 65 a 69 años;2015;383
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 70 a 74 años  ;2015;684
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 75 a 79 años  ;2015;1.395
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 80 a 84 años  ;2015;3.287
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 85 a 89 años  ;2015;4.744
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 90 a 94 años  ;2015;3.494
Enfermedades del sistema nervioso y de los órganos de los sentidos;Mujeres;De 95 y más años;2015;1.196
Enfermedades del sistema circulatorio;Hombres;De menos de 1 año;2015;11
Enfermedades del sistema circulatorio;Hombres;De 1 a 4 años;2015;11
Enfermedades del sistema circulatorio;Hombres;De 5 a 9 años;2015;7
Enfermedades del sistema circulatorio;Hombres;De 10 a 14 años  ;2015;8
Enfermedades del sistema circulatorio;Hombres;De 15 a 19 años  ;2015;16
Enfermedades del sistema circulatorio;Hombres;De 20 a 24 años;2015;27
Enfermedades del sistema circulatorio;Hombres;De 25 a 29 años;2015;49
Enfermedades del sistema circulatorio;Hombres;De 30 a 34 años;2015;94
Enfermedades del sistema circulatorio;Hombres;De 35 a 39 años;2015;249
Enfermedades del sistema circulatorio;Hombres;De 40 a 44 años;2015;432
Enfermedades del sistema circulatorio;Hombres;De 45 a 49 años;2015;917
Enfermedades del sistema circulatorio;Hombres;De 50 a 54 años;2015;1.507
Enfermedades del sistema circulatorio;Hombres;De 55 a 59 años;2015;2.012
Enfermedades del sistema circulatorio;Hombres;De 60 a 64 años;2015;2.609
Enfermedades del sistema circulatorio;Hombres;De 65 a 69 años;2015;3.728
Enfermedades del sistema circulatorio;Hombres;De 70 a 74 años  ;2015;4.915
Enfermedades del sistema circulatorio;Hombres;De 75 a 79 años  ;2015;7.165
Enfermedades del sistema circulatorio;Hombres;De 80 a 84 años  ;2015;11.168
Enfermedades del sistema circulatorio;Hombres;De 85 a 89 años  ;2015;11.568
Enfermedades del sistema circulatorio;Hombres;De 90 a 94 años  ;2015;7.577
Enfermedades del sistema circulatorio;Hombres;De 95 y más años;2015;2.391
Enfermedades del sistema circulatorio;Mujeres;De menos de 1 año;2015;7
Enfermedades del sistema circulatorio;Mujeres;De 1 a 4 años;2015;2
Enfermedades del sistema circulatorio;Mujeres;De 5 a 9 años;2015;3
Enfermedades del sistema circulatorio;Mujeres;De 10 a 14 años  ;2015;7
Enfermedades del sistema circulatorio;Mujeres;De 15 a 19 años  ;2015;7
Enfermedades del sistema circulatorio;Mujeres;De 20 a 24 años;2015;22
Enfermedades del sistema circulatorio;Mujeres;De 25 a 29 años;2015;20
Enfermedades del sistema circulatorio;Mujeres;De 30 a 34 años;2015;34
Enfermedades del sistema circulatorio;Mujeres;De 35 a 39 años;2015;86
Enfermedades del sistema circulatorio;Mujeres;De 40 a 44 años;2015;147
Enfermedades del sistema circulatorio;Mujeres;De 45 a 49 años;2015;278
Enfermedades del sistema circulatorio;Mujeres;De 50 a 54 años;2015;412
Enfermedades del sistema circulatorio;Mujeres;De 55 a 59 años;2015;637
Enfermedades del sistema circulatorio;Mujeres;De 60 a 64 años;2015;827
Enfermedades del sistema circulatorio;Mujeres;De 65 a 69 años;2015;1.447
Enfermedades del sistema circulatorio;Mujeres;De 70 a 74 años  ;2015;2.553
Enfermedades del sistema circulatorio;Mujeres;De 75 a 79 años  ;2015;5.240
Enfermedades del sistema circulatorio;Mujeres;De 80 a 84 años  ;2015;12.199
Enfermedades del sistema circulatorio;Mujeres;De 85 a 89 años  ;2015;18.371
Enfermedades del sistema circulatorio;Mujeres;De 90 a 94 años  ;2015;16.876
Enfermedades del sistema circulatorio;Mujeres;De 95 y más años;2015;8.561
Enfermedades del sistema respiratorio;Hombres;De menos de 1 año;2015;11
Enfermedades del sistema respiratorio;Hombres;De 1 a 4 años;2015;6
Enfermedades del sistema respiratorio;Hombres;De 5 a 9 años;2015;3
Enfermedades del sistema respiratorio;Hombres;De 10 a 14 años  ;2015;4
Enfermedades del sistema respiratorio;Hombres;De 15 a 19 años  ;2015;11
Enfermedades del sistema respiratorio;Hombres;De 20 a 24 años;2015;14
Enfermedades del sistema respiratorio;Hombres;De 25 a 29 años;2015;32
Enfermedades del sistema respiratorio;Hombres;De 30 a 34 años;2015;30
Enfermedades del sistema respiratorio;Hombres;De 35 a 39 años;2015;68
Enfermedades del sistema respiratorio;Hombres;De 40 a 44 años;2015;122
Enfermedades del sistema respiratorio;Hombres;De 45 a 49 años;2015;149
Enfermedades del sistema respiratorio;Hombres;De 50 a 54 años;2015;315
Enfermedades del sistema respiratorio;Hombres;De 55 a 59 años;2015;525
Enfermedades del sistema respiratorio;Hombres;De 60 a 64 años;2015;780
Enfermedades del sistema respiratorio;Hombres;De 65 a 69 años;2015;1.385
Enfermedades del sistema respiratorio;Hombres;De 70 a 74 años  ;2015;2.250
Enfermedades del sistema respiratorio;Hombres;De 75 a 79 años  ;2015;3.655
Enfermedades del sistema respiratorio;Hombres;De 80 a 84 años  ;2015;6.289
Enfermedades del sistema respiratorio;Hombres;De 85 a 89 años  ;2015;7.048
Enfermedades del sistema respiratorio;Hombres;De 90 a 94 años  ;2015;4.660
Enfermedades del sistema respiratorio;Hombres;De 95 y más años;2015;1.573
Enfermedades del sistema respiratorio;Mujeres;De menos de 1 año;2015;8
Enfermedades del sistema respiratorio;Mujeres;De 1 a 4 años;2015;5
Enfermedades del sistema respiratorio;Mujeres;De 5 a 9 años;2015;4
Enfermedades del sistema respiratorio;Mujeres;De 10 a 14 años  ;2015;3
Enfermedades del sistema respiratorio;Mujeres;De 15 a 19 años  ;2015;4
Enfermedades del sistema respiratorio;Mujeres;De 20 a 24 años;2015;9
Enfermedades del sistema respiratorio;Mujeres;De 25 a 29 años;2015;9
Enfermedades del sistema respiratorio;Mujeres;De 30 a 34 años;2015;20
Enfermedades del sistema respiratorio;Mujeres;De 35 a 39 años;2015;30
Enfermedades del sistema respiratorio;Mujeres;De 40 a 44 años;2015;44
Enfermedades del sistema respiratorio;Mujeres;De 45 a 49 años;2015;80
Enfermedades del sistema respiratorio;Mujeres;De 50 a 54 años;2015;122
Enfermedades del sistema respiratorio;Mujeres;De 55 a 59 años;2015;212
Enfermedades del sistema respiratorio;Mujeres;De 60 a 64 años;2015;270
Enfermedades del sistema respiratorio;Mujeres;De 65 a 69 años;2015;459
Enfermedades del sistema respiratorio;Mujeres;De 70 a 74 años  ;2015;776
Enfermedades del sistema respiratorio;Mujeres;De 75 a 79 años  ;2015;1.623
Enfermedades del sistema respiratorio;Mujeres;De 80 a 84 años  ;2015;3.869
Enfermedades del sistema respiratorio;Mujeres;De 85 a 89 años  ;2015;6.086
Enfermedades del sistema respiratorio;Mujeres;De 90 a 94 años  ;2015;6.025
Enfermedades del sistema respiratorio;Mujeres;De 95 y más años;2015;3.260
Enfermedades del sistema digestivo;Hombres;De menos de 1 año;2015;2
Enfermedades del sistema digestivo;Hombres;De 1 a 4 años;2015;4
Enfermedades del sistema digestivo;Hombres;De 5 a 9 años;2015;3
Enfermedades del sistema digestivo;Hombres;De 10 a 14 años  ;2015;2
Enfermedades del sistema digestivo;Hombres;De 15 a 19 años  ;2015;1
Enfermedades del sistema digestivo;Hombres;De 20 a 24 años;2015;2
Enfermedades del sistema digestivo;Hombres;De 25 a 29 años;2015;6
Enfermedades del sistema digestivo;Hombres;De 30 a 34 años;2015;19
Enfermedades del sistema digestivo;Hombres;De 35 a 39 años;2015;59
Enfermedades del sistema digestivo;Hombres;De 40 a 44 años;2015;130
Enfermedades del sistema digestivo;Hombres;De 45 a 49 años;2015;368
Enfermedades del sistema digestivo;Hombres;De 50 a 54 años;2015;626
Enfermedades del sistema digestivo;Hombres;De 55 a 59 años;2015;737
Enfermedades del sistema digestivo;Hombres;De 60 a 64 años;2015;864
Enfermedades del sistema digestivo;Hombres;De 65 a 69 años;2015;937
Enfermedades del sistema digestivo;Hombres;De 70 a 74 años  ;2015;1.003
